,library,jsonFileName,signature,name,targetClass,equivalence.comment,equivalence.kind,equivalence.condition,EMR
2285,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getMatchLocale(),getMatchLocale,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2286,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getRequiredString(java.lang.String key),getRequiredString,com.google.gwt.i18n.rebind.AbstractResource,Get a string and fail if not present.,FreeText,,0
2287,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,setPath(java.lang.String path),setPath,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2288,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getPath(),getPath,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2289,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getString(java.lang.String key),getString,com.google.gwt.i18n.rebind.AbstractResource,Get a key.,FreeText,,0
2290,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,"getExtendedKey(java.lang.String key, java.lang.String extension)",getExtendedKey,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2291,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,"getStringExt(java.lang.String key, java.lang.String extension)",getStringExt,com.google.gwt.i18n.rebind.AbstractResource,Get a key with an extension. Identical to getString() if extension is null.,FreeText,if(extension==null) {methodResultID.equals(getString())},1
2292,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getExtensions(java.lang.String key),getExtensions,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2293,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,com.google.gwt.i18n.rebind.AbstractResource(com.google.gwt.i18n.shared.GwtLocale matchLocale),com.google.gwt.i18n.rebind.AbstractResource,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2294,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,"getRequiredStringExt(java.lang.String key, java.lang.String extension)",getRequiredStringExt,com.google.gwt.i18n.rebind.AbstractResource,Get a string (with optional extension) and fail if not present.,FreeText,,0
2295,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,notEmpty(),notEmpty,com.google.gwt.i18n.rebind.AbstractResource,Returns true if this resource has any keys.,FreeText,,0
2296,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,getEntry(java.lang.String key),getEntry,com.google.gwt.i18n.rebind.AbstractResource,Returns an entry in this resource.,FreeText,,0
2297,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,keySet(),keySet,com.google.gwt.i18n.rebind.AbstractResource,Keys associated with this resource.,FreeText,,0
2298,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,toVerboseString(),toVerboseString,com.google.gwt.i18n.rebind.AbstractResource,A multi-line representation of this object.,FreeText,,0
2299,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,toString(),toString,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2300,gwt,com.google.gwt.i18n.rebind.AbstractResource_goal.json,addToKeySet(java.util.Set<java.lang.String> s),addToKeySet,com.google.gwt.i18n.rebind.AbstractResource,,FreeText,,0
2301,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"unicodeWrapWithKnownDirBase(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml, boolean dirReset)",unicodeWrapWithKnownDirBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#unicodeWrapWithKnownDir(HasDirection.Direction, String, boolean, boolean)",FreeText,,0
2302,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"estimateDirection(java.lang.String str, boolean isHtml)",estimateDirection,com.google.gwt.i18n.shared.BidiFormatterBase,"Estimates the direction of a string using the best known general-purpose method, i.e. using relative word counts. Direction.DEFAULT return value indicates completely neutral input.",FreeText,,0
2303,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"dirAttrBase(java.lang.String str, boolean isHtml)",dirAttrBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#dirAttr(String, boolean)",FreeText,,0
2304,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,knownDirAttrBase(com.google.gwt.i18n.client.HasDirection$Direction dir),knownDirAttrBase,com.google.gwt.i18n.shared.BidiFormatterBase,@see BidiFormatter#knownDirAttr(HasDirection.Direction),FreeText,,0
2305,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"spanWrapBase(java.lang.String str, boolean isHtml, boolean dirReset)",spanWrapBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#spanWrap(String, boolean, boolean)",FreeText,,0
2306,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"com.google.gwt.i18n.shared.BidiFormatterBase(com.google.gwt.i18n.client.HasDirection$Direction contextDir, boolean alwaysSpan)",com.google.gwt.i18n.shared.BidiFormatterBase,com.google.gwt.i18n.shared.BidiFormatterBase,,FreeText,,0
2307,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"spanWrapWithKnownDirBase(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml, boolean dirReset)",spanWrapWithKnownDirBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#spanWrapWithKnownDir(HasDirection.Direction, String, boolean, boolean)",FreeText,,0
2308,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"unicodeWrapBase(java.lang.String str, boolean isHtml, boolean dirReset)",unicodeWrapBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#unicodeWrap(String, boolean, boolean)",FreeText,,0
2309,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,getContextDir(),getContextDir,com.google.gwt.i18n.shared.BidiFormatterBase,Returns the context direction.,FreeText,,0
2310,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,isRtlContext(),isRtlContext,com.google.gwt.i18n.shared.BidiFormatterBase,Returns whether the context direction is RTL.,FreeText,,0
2311,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,getAlwaysSpan(),getAlwaysSpan,com.google.gwt.i18n.shared.BidiFormatterBase,"Returns whether the span structure added by the formatter should be stable, i.e., spans added even when the direction does not need to be declared.",FreeText,,0
2312,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,startEdgeBase(),startEdgeBase,com.google.gwt.i18n.shared.BidiFormatterBase,@see BidiFormatter#startEdge,FreeText,,0
2313,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,markBase(),markBase,com.google.gwt.i18n.shared.BidiFormatterBase,@see BidiFormatter#mark(),FreeText,,0
2314,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,endEdgeBase(),endEdgeBase,com.google.gwt.i18n.shared.BidiFormatterBase,@see BidiFormatter#endEdge,FreeText,,0
2315,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,"markAfterBase(java.lang.String str, boolean isHtml)",markAfterBase,com.google.gwt.i18n.shared.BidiFormatterBase,"@see BidiFormatter#markAfter(String, boolean)",FreeText,,0
2316,gwt,com.google.gwt.i18n.shared.BidiFormatterBase_goal.json,estimateDirection(java.lang.String str),estimateDirection,com.google.gwt.i18n.shared.BidiFormatterBase,"Like #estimateDirection(String, boolean), but assumes isHtml is false.",FreeText,"methodResultID.equals(receiverObjectID.estimateDirection(args[0], false)",1
2317,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"spanWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str)",spanWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Like #spanWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection.Direction, String, boolean, boolean), but assumes isHtml is false and dirReset is true.",FreeText,"methodResultID.equals(spanWrapWithKnownDir(args[0], args[1], false, true))",1
2318,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,getInstance(com.google.gwt.i18n.client.HasDirection$Direction contextDir),getInstance,com.google.gwt.i18n.shared.BidiFormatter,Factory for creating an instance of BidiFormatter given the context direction. The default behavior of #spanWrap and its variations is set to avoid span wrapping unless it's necessary ('dir' attribute needs to be set).,FreeText,,0
2319,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,getInstance(boolean rtlContext),getInstance,com.google.gwt.i18n.shared.BidiFormatter,Factory for creating an instance of BidiFormatter given the context direction. The default behavior of #spanWrap and its variations is set to avoid span wrapping unless it's necessary ('dir' attribute needs to be set).,FreeText,,0
2320,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,mark(),mark,com.google.gwt.i18n.shared.BidiFormatter,"Returns the Unicode BiDi mark matching the context direction (LRM for LTR context direction, RLM for RTL context direction), or the empty string for default / unknown context direction.",FreeText,,0
2321,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,markAfter(java.lang.String str),markAfter,com.google.gwt.i18n.shared.BidiFormatter,"Like #markAfter(String, boolean), but assumes isHtml is false.",FreeText,"methodResultID.equals(markAfter(args[0],false))",1
2322,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"spanWrap(java.lang.String str, boolean isHtml)",spanWrap,com.google.gwt.i18n.shared.BidiFormatter,"Like #spanWrap(String, boolean, boolean), but assumes dirReset is true.",FreeText,"methodResultID.equals(spanWrap(args[0], args[1], true))",1
2323,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,knownDirAttr(com.google.gwt.i18n.client.HasDirection$Direction dir),knownDirAttr,com.google.gwt.i18n.shared.BidiFormatter,"Returns ""dir=ltr"" or ""dir=rtl"", depending on the given direction, if it is not the same as the context direction. Otherwise, returns the empty string.",FreeText,,0
2324,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,endEdge(),endEdge,com.google.gwt.i18n.shared.BidiFormatter,"Returns ""left"" for RTL context direction. Otherwise (LTR or default / unknown context direction) returns ""right"".",FreeText,,0
2325,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,getInstanceForCurrentLocale(boolean alwaysSpan),getInstanceForCurrentLocale,com.google.gwt.i18n.shared.BidiFormatter,"Factory for creating an instance of BidiFormatter whose context direction matches the current locale's direction, and given the desired span wrapping behavior (see below).",FreeText,,0
2326,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"unicodeWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml)",unicodeWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Like #unicodeWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection.Direction, String, boolean, boolean), but assumes dirReset is true.",FreeText,"methodResultID.equals(unicodeWrapWithKnownDir(args[0], args[1], args[2], true))",1
2327,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"unicodeWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str)",unicodeWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Like #unicodeWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection.Direction, String, boolean, boolean), but assumes isHtml is false and dirReset is true.",FreeText,"methodResultID.equals(unicodeWrapWithKnownDir(args[0], args[1], false, true))",1
2328,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"getInstance(com.google.gwt.i18n.client.HasDirection$Direction contextDir, boolean alwaysSpan)",getInstance,com.google.gwt.i18n.shared.BidiFormatter,Factory for creating an instance of BidiFormatter given the context direction and the desired span wrapping behavior (see below).,FreeText,,0
2329,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"spanWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml)",spanWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Like #spanWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection.Direction, String, boolean, boolean), but assumes dirReset is true.",FreeText,"methodResultID.equals(spanWrapWithKnownDir(args[0], args[1], args[2], true))",1
2330,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,startEdge(),startEdge,com.google.gwt.i18n.shared.BidiFormatter,"Returns ""right"" for RTL context direction. Otherwise (LTR or default / unknown context direction) returns ""left"".",FreeText,,0
2331,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,dirAttr(java.lang.String str),dirAttr,com.google.gwt.i18n.shared.BidiFormatter,"Like #dirAttr(String, boolean), but assumes isHtml is false.",FreeText,"methodResultID.equals(dirAttr(args[0], false)",1
2332,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,getInstanceForCurrentLocale(),getInstanceForCurrentLocale,com.google.gwt.i18n.shared.BidiFormatter,Factory for creating an instance of BidiFormatter whose context direction matches the current locale's direction. The default behavior of #spanWrap and its variations is set to avoid span wrapping unless it's necessary ('dir' attribute needs to be set).,FreeText,,0
2333,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,spanWrap(java.lang.String str),spanWrap,com.google.gwt.i18n.shared.BidiFormatter,"Like #spanWrap(String, boolean, boolean), but assumes isHtml is false and dirReset is true.",FreeText,"methodResultID.equals(spanWrap(args[0], false, true))",1
2334,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"unicodeWrap(java.lang.String str, boolean isHtml)",unicodeWrap,com.google.gwt.i18n.shared.BidiFormatter,"Like #unicodeWrap(String, boolean, boolean), but assumes dirReset is true.",FreeText,"methodResultID.equals(unicodeWrap(args[0], args[1], true))",1
2335,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"spanWrap(java.lang.String str, boolean isHtml, boolean dirReset)",spanWrap,com.google.gwt.i18n.shared.BidiFormatter,"Formats a string of unknown direction for use in HTML output of the context direction, so an opposite-direction string is neither garbled nor garbles what follows it.  The algorithm: estimates the direction of input argument str. In case its direction doesn't match the context direction, wraps it with a 'span' tag and adds a ""dir"" attribute (either 'dir=rtl' or 'dir=ltr').  If setAlwaysSpan(true) was used, the input is always wrapped with 'span', skipping just the dir attribute when it's not needed.  If dirReset, and if the overall direction or the exit direction of str are opposite to the context direction, a trailing unicode BiDi mark matching the context direction is appended (LRM or RLM).  If !isHtml, HTML-escapes str regardless of wrapping.",FreeText,,0
2336,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"unicodeWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml, boolean dirReset)",unicodeWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Formats a string of given direction for use in plain-text output of the context direction, so an opposite-direction string is neither garbled nor garbles what follows it. As opposed to #spanWrapWithKnownDir, this makes use of unicode BiDi formatting characters. In HTML, its *only* valid use is inside of elements that do not allow mark-up, e.g. an 'option' tag.  The algorithm: estimates the direction of input argument str. In case it doesn't match the context direction, wraps it with Unicode BiDi formatting characters: RLE+str+PDF for RTL text, or LRE+ str+PDF for LTR text.  If {@code opt_dirReset}, and if the overall direction or the exit direction of str are opposite to the context direction, a trailing unicode BiDi mark matching the context direction is appended (LRM or RLM).  Does *not* do HTML-escaping regardless of the value of isHtml.",FreeText,,0
2337,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"dirAttr(java.lang.String str, boolean isHtml)",dirAttr,com.google.gwt.i18n.shared.BidiFormatter,"Returns ""dir=ltr"" or ""dir=rtl"", depending on {@code str}'s estimated direction, if it is not the same as the context direction. Otherwise, returns the empty string.",FreeText,,0
2338,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,unicodeWrap(java.lang.String str),unicodeWrap,com.google.gwt.i18n.shared.BidiFormatter,"Like #unicodeWrap(String, boolean, boolean), but assumes isHtml is false and dirReset is true.",FreeText,"methodResultID.equals(unicodeWrap(args[0], false, true))",1
2339,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"markAfter(java.lang.String str, boolean isHtml)",markAfter,com.google.gwt.i18n.shared.BidiFormatter,Returns a Unicode BiDi mark matching the context direction (LRM or RLM) if either the direction or the exit direction of str is opposite to the context direction. Otherwise returns the empty string.,FreeText,,0
2340,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"spanWrapWithKnownDir(com.google.gwt.i18n.client.HasDirection$Direction dir, java.lang.String str, boolean isHtml, boolean dirReset)",spanWrapWithKnownDir,com.google.gwt.i18n.shared.BidiFormatter,"Formats a string of given direction for use in HTML output of the context direction, so an opposite-direction string is neither garbled nor garbles what follows it.  The algorithm: estimates the direction of input argument str. In case its direction doesn't match the context direction, wraps it with a 'span' tag and adds a ""dir"" attribute (either 'dir=rtl' or 'dir=ltr').  If setAlwaysSpan(true) was used, the input is always wrapped with 'span', skipping just the dir attribute when it's not needed.  If dirReset, and if the overall direction or the exit direction of str are opposite to the context direction, a trailing unicode BiDi mark matching the context direction is appended (LRM or RLM).  If !isHtml, HTML-escapes str regardless of wrapping.",FreeText,,0
2341,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"getInstance(boolean rtlContext, boolean alwaysSpan)",getInstance,com.google.gwt.i18n.shared.BidiFormatter,Factory for creating an instance of BidiFormatter given the context direction and the desired span wrapping behavior (see below).,FreeText,,0
2342,gwt,com.google.gwt.i18n.shared.BidiFormatter_goal.json,"unicodeWrap(java.lang.String str, boolean isHtml, boolean dirReset)",unicodeWrap,com.google.gwt.i18n.shared.BidiFormatter,"Formats a string of unknown direction for use in plain-text output of the context direction, so an opposite-direction string is neither garbled nor garbles what follows it. As opposed to #spanWrap, this makes use of Unicode BiDi formatting characters. In HTML, its *only* valid use is inside of elements that do not allow mark-up, e.g. an 'option' tag.  The algorithm: estimates the direction of input argument str. In case it doesn't match the context direction, wraps it with Unicode BiDi formatting characters: RLE+str+PDF for RTL text, or LRE+ str+PDF for LTR text.  If {@code opt_dirReset}, and if the overall direction or the exit direction of str are opposite to the context direction, a trailing unicode BiDi mark matching the context direction is appended (LRM or RLM).  Does *not* do HTML-escaping regardless of the value of isHtml.",FreeText,,0
2343,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"estimateDirection(java.lang.String str, boolean isHtml)",estimateDirection,com.google.gwt.i18n.shared.BidiUtils,"Estimates the directionality of a string based on relative word counts. If the number of RTL words is above a certain percentage of the total number of strongly directional words, returns RTL. Otherwise, if any words are strongly or weakly LTR, returns LTR. Otherwise, returns DEFAULT, which is used to mean ""neutral"". Numbers are counted as weakly LTR.",FreeText,,0
2344,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,startsWithRtl(java.lang.String str),startsWithRtl,com.google.gwt.i18n.shared.BidiUtils,"Like #startsWithRtl(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID==(startsWithRtl(args[0], false))",1
2345,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"endsWithLtr(java.lang.String str, boolean isHtml)",endsWithLtr,com.google.gwt.i18n.shared.BidiUtils,Check whether the last strongly-directional character in the string is LTR.,FreeText,,0
2346,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"endsWithRtl(java.lang.String str, boolean isHtml)",endsWithRtl,com.google.gwt.i18n.shared.BidiUtils,Check whether the last strongly-directional character in the string is RTL.,FreeText,,0
2347,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,startsWithLtr(java.lang.String str),startsWithLtr,com.google.gwt.i18n.shared.BidiUtils,"Like #startsWithLtr(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID.equals(startsWithLtr(args[0], false))",1
2348,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,estimateDirection(java.lang.String str),estimateDirection,com.google.gwt.i18n.shared.BidiUtils,"Like #estimateDirection(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID.equals(estimateDirection(args[0], false))",1
2349,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,get(),get,com.google.gwt.i18n.shared.BidiUtils,Get an instance of BidiUtils.,FreeText,,0
2350,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,endsWithRtl(java.lang.String str),endsWithRtl,com.google.gwt.i18n.shared.BidiUtils,"Like #endsWithRtl(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID.equals(endsWithRtl(args[0], false))",1
2351,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"startsWithLtr(java.lang.String str, boolean isHtml)",startsWithLtr,com.google.gwt.i18n.shared.BidiUtils,Check whether the first strongly-directional character in the string is LTR.,FreeText,,0
2352,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"startsWithRtl(java.lang.String str, boolean isHtml)",startsWithRtl,com.google.gwt.i18n.shared.BidiUtils,Check whether the first strongly-directional character in the string is RTL.,FreeText,,0
2353,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"stripHtmlIfNeeded(java.lang.String str, boolean isStripNeeded)",stripHtmlIfNeeded,com.google.gwt.i18n.shared.BidiUtils,"Returns the input text with spaces instead of HTML tags or HTML escapes, if isStripNeeded is true. Else returns the input as is. Useful for text directionality estimation. Note: the function should not be used in other contexts; it is not 100% correct, but rather a good-enough implementation for directionality estimation purposes.",FreeText,,0
2354,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"hasAnyLtr(java.lang.String str, boolean isHtml)",hasAnyLtr,com.google.gwt.i18n.shared.BidiUtils,Checks if the given string has any LTR characters in it.,FreeText,,0
2355,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,endsWithLtr(java.lang.String str),endsWithLtr,com.google.gwt.i18n.shared.BidiUtils,"Like #endsWithLtr(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID.equals(endsWithLtr(args[0], false))",1
2356,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,hasAnyRtl(java.lang.String str),hasAnyRtl,com.google.gwt.i18n.shared.BidiUtils,"Like #hasAnyRtl(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID.equals(hasAnyRtl(args[0], false))",1
2357,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,hasAnyLtr(java.lang.String str),hasAnyLtr,com.google.gwt.i18n.shared.BidiUtils,"Like #hasAnyLtr(String, boolean), but assumes str is not HTML / HTML-escaped.",FreeText,"methodResultID==(hasAnyLtr(args[0], false))",1
2358,gwt,com.google.gwt.i18n.shared.BidiUtils_goal.json,"hasAnyRtl(java.lang.String str, boolean isHtml)",hasAnyRtl,com.google.gwt.i18n.shared.BidiUtils,Checks if the given string has any RTL characters in it.,FreeText,,0
2359,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,getGlobal(),getGlobal,com.google.gwt.regexp.shared.RegExp,Returns whether the regular expression captures all occurrences of the pattern.,FreeText,,0
2360,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,"compile(java.lang.String pattern, java.lang.String flags)",compile,com.google.gwt.regexp.shared.RegExp,Creates a regular expression object from a pattern using the given flags.,FreeText,,0
2361,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,split(java.lang.String input),split,com.google.gwt.regexp.shared.RegExp,"Splits the input string around matches of the regular expression. If the regular expression is completely empty, splits the input string into its constituent characters. If the regular expression is not empty but matches an empty string, the results are not well defined.",FreeText,,0
2362,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,exec(java.lang.String input),exec,com.google.gwt.regexp.shared.RegExp,Applies the regular expression to the given string. This call affects the value returned by #getLastIndex() if the global flag is set.,FreeText,,0
2363,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,"split(java.lang.String input, int limit)",split,com.google.gwt.regexp.shared.RegExp,"Splits the input string around matches of the regular expression. If the regular expression is completely empty, splits the input string into its constituent characters. If the regular expression is not empty but matches an empty string, the results are not well defined. Note: There are some browser inconsistencies with this implementation, as it is delegated to the browser, and no browser follows the spec completely. A major difference is that IE will exclude empty strings in the result.",FreeText,,0
2364,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,getIgnoreCase(),getIgnoreCase,com.google.gwt.regexp.shared.RegExp,Returns whether the regular expression ignores case.,FreeText,,0
2365,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,setLastIndex(int lastIndex),setLastIndex,com.google.gwt.regexp.shared.RegExp,Sets the zero-based position at which to start the next match.,FreeText,,0
2366,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,getLastIndex(),getLastIndex,com.google.gwt.regexp.shared.RegExp,"Returns the zero-based position at which to start the next match. The return value is not defined if the global flag is not set. After a call to #exec(String) or #test(String), this method returns the next position following the most recent match. @see #getGlobal()",FreeText,,0
2367,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,"replace(java.lang.String input, java.lang.String replacement)",replace,com.google.gwt.regexp.shared.RegExp,"Returns the input string with the part(s) matching the regular expression replaced with the replacement string. If the global flag is set, replaces all matches of the regular expression. Otherwise, replaces the first match of the regular expression. As per Javascript semantics, backslashes in the replacement string get no special treatment, but the replacement string can use the following special patterns:  <li>$1, $2, ... $99 - inserts the n'th group matched by the regular expression. <li>$& - inserts the entire string matched by the regular expression. <li>$$ - inserts a $.  Note: $` and $' are *not* supported in the pure Java implementation, and throw an exception.",FreeText,,0
2368,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,getMultiline(),getMultiline,com.google.gwt.regexp.shared.RegExp,Returns whether '$' and '^' match line returns ('\n' and '\r') in addition to the beginning or end of the string.,FreeText,,0
2369,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,getSource(),getSource,com.google.gwt.regexp.shared.RegExp,Returns the pattern string of the regular expression.,FreeText,,0
2370,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,test(java.lang.String input),test,com.google.gwt.regexp.shared.RegExp,Determines if the regular expression matches the given string. This call affects the value returned by #getLastIndex() if the global flag is set. Equivalent to: exec(input) != null,FreeText,methodResultID==( receiverObjectClone.exec(args[0]) != null ),1
2371,gwt,com.google.gwt.regexp.shared.RegExp_goal.json,compile(java.lang.String pattern),compile,com.google.gwt.regexp.shared.RegExp,Creates a regular expression object from a pattern with no flags.,FreeText,,0
2372,gwt,com.google.gwt.safecss.shared.SafeStyles_goal.json,asString(),asString,com.google.gwt.safecss.shared.SafeStyles,"Returns this object's contained CSS as a string.  Based on this class' contract, the returned value will be non-null and a string that is safe to use in an CSS attribute context.",FreeText,,0
2373,gwt,com.google.gwt.safecss.shared.SafeStyles_goal.json,hashCode(),hashCode,com.google.gwt.safecss.shared.SafeStyles,Returns a hash code for this string. Must be equal to asString().hashCode().,FreeText,methodResultID==(receiverObjectClone.asString().hashCode()),1
2374,gwt,com.google.gwt.safecss.shared.SafeStyles_goal.json,equals(java.lang.Object anObject),equals,com.google.gwt.safecss.shared.SafeStyles,Compares this string to the specified object. Must be equal to asString().equals().,FreeText,,0
2375,gwt,com.google.gwt.safehtml.shared.SafeHtml_goal.json,hashCode(),hashCode,com.google.gwt.safehtml.shared.SafeHtml,Returns a hash code for this string. Must be equal to asString().hashCode().,FreeText,methodResultID==(receiverObjectClone.asString().hashCode()),1
2376,gwt,com.google.gwt.safehtml.shared.SafeHtml_goal.json,equals(java.lang.Object anObject),equals,com.google.gwt.safehtml.shared.SafeHtml,Compares this string to the specified object. Must be equal to asString().equals().,FreeText,,0
2377,gwt,com.google.gwt.safehtml.shared.SafeHtml_goal.json,asString(),asString,com.google.gwt.safehtml.shared.SafeHtml,"Returns this object's contained HTML as a string.  Based on this class' contract, the returned value will be non-null and a string that is safe to use in an HTML context.",FreeText,,0
2378,gwt,com.google.gwt.safehtml.shared.SafeUri_goal.json,equals(java.lang.Object anObject),equals,com.google.gwt.safehtml.shared.SafeUri,Compares this string to the specified object. Must be equal to asString().equals().,FreeText,,0
